id,transdate,description,amount,category,accountname,
440,23-Oct-07,,-5.43,Fast Food,CAD CHECKING,
441,24-Oct-07,,-20.11,Alcohol & Bars,CAD CHECKING,
442,24-Oct-07,,-28.19,Entertainment,CAD CHECKING,
443,25-Oct-07,,-6.27,Personal Care,CAD CHECKING,
444,25-Oct-07,,-19.01,Fast Food,CAD CHECKING,
445,25-Oct-07,,-44.74,Restaurants,CAD CREDIT CARD,
446,27-Oct-07,,-76.87,Gift,CAD CHECKING,
447,28-Oct-07,,-14.01,Groceries,CAD CHECKING,
448,28-Oct-07,,-18.89,Utilities,CAD CHECKING,
449,28-Oct-07,,-11.82,Fast Food,CAD CHECKING,
450,29-Oct-07,,-18,Restaurants,CAD CHECKING,
451,29-Oct-07,,-27.78,Groceries,CAD CHECKING,
452,31-Oct-07,,-87.53,Clothing,CAD CHECKING,
453,31-Oct-07,,-147.72,Clothing,CAD CHECKING,
454,31-Oct-07,,-388,Mortgage & Rent,CAD CHECKING,
455,1-Nov-07,,-41.11,Travel Insurance,CAD CHECKING,
456,2-Nov-07,,-32.7,Gas & Fuel,CAD CHECKING,
457,2-Nov-07,,-39.43,Restaurants,CAD CHECKING,
458,2-Nov-07,,-49.2,Utilities,CAD CREDIT CARD,
459,2-Nov-07,,-167.7,Travel,CAD CREDIT CARD,
460,3-Nov-07,,1611.26,Paycheck,CAD CHECKING,
461,3-Nov-07,,-8.82,Personal Care,CAD CHECKING,
462,3-Nov-07,,-380,Mortgage & Rent,CAD CHECKING,
463,4-Nov-07,,-451.51,Credit Card Payment,CAD CHECKING,
464,4-Nov-07,,441.69,Credit Card Payment,CAD CREDIT CARD,
465,5-Nov-07,,-25.1,Clothing,CAD CREDIT CARD,
466,5-Nov-07,,-128.12,Alcohol & Bars,CAD CHECKING,
467,6-Nov-07,,-9.41,Fast Food,CAD CHECKING,
468,7-Nov-07,,-42.3,Clothing,CAD CREDIT CARD,
469,8-Nov-07,,-38.81,Clothing,CAD CREDIT CARD,
470,8-Nov-07,,-196.98,Travel,CAD CREDIT CARD,
471,8-Nov-07,,-23.6,Fast Food,CAD CREDIT CARD,
472,8-Nov-07,,-150.49,Travel,CAD CREDIT CARD,
473,9-Nov-07,,-79.92,Travel,CAD CREDIT CARD,
474,9-Nov-07,,-18.5,Travel,CAD CREDIT CARD,
475,10-Nov-07,,-46.4,Clothing,CAD CREDIT CARD,
476,10-Nov-07,,-11.9,Fast Food,CAD CREDIT CARD,
477,10-Nov-07,,-16,Fast Food,CAD CREDIT CARD,
478,10-Nov-07,,-15.38,Clothing,CAD CREDIT CARD,
479,11-Nov-07,,-14.62,Fast Food,CAD CREDIT CARD,
480,11-Nov-07,,-62.73,Restaurants,CAD CREDIT CARD,
481,11-Nov-07,,-2.05,Fast Food,CAD CREDIT CARD,
482,12-Nov-07,,-21.43,Gas & Fuel,CAD CREDIT CARD,
483,13-Nov-07,,-5.33,Fast Food,CAD CREDIT CARD,
484,13-Nov-07,,-18.3,Entertainment,CAD CREDIT CARD,
485,13-Nov-07,,-30.57,Restaurants,CAD CREDIT CARD,
486,13-Nov-07,,808,Credit Card Payment,CAD CREDIT CARD,
487,14-Nov-07,,3070.59,Education,CAD CHECKING,
488,14-Nov-07,,-75.13,Travel,CAD CREDIT CARD,
489,14-Nov-07,,-13.87,Clothing,CAD CREDIT CARD,
490,14-Nov-07,,-26.74,Clothing,CAD CREDIT CARD,
491,15-Nov-07,,-84.16,Restaurants,CAD CREDIT CARD,
492,15-Nov-07,,-984,Credit Card Payment,CAD CHECKING,
493,16-Nov-07,,-39,Fast Food,CAD CREDIT CARD,
494,16-Nov-07,,258.58,Paycheck,CAD CHECKING,
495,16-Nov-07,,363,Gift Received,CAD CHECKING,
496,18-Nov-07,,-19.28,Fast Food,CAD CREDIT CARD,
497,20-Nov-07,,-33.34,Clothing,CAD CREDIT CARD,
498,20-Nov-07,,-4.73,Fast Food,CAD CREDIT CARD,
499,20-Nov-07,,-173.37,Clothing,CAD CREDIT CARD,
500,21-Nov-07,,-19.38,Entertainment,CAD CREDIT CARD,
501,21-Nov-07,,-83.06,Clothing,CAD CREDIT CARD,
502,21-Nov-07,,-10.51,Fast Food,CAD CREDIT CARD,
503,23-Nov-07,,-4.75,Fast Food,CAD CREDIT CARD,
504,23-Nov-07,,-8.7,Furnishings,CAD CHECKING,
505,24-Nov-07,,-17.77,Alcohol & Bars,CAD CHECKING,
506,24-Nov-07,,-15.48,Gas & Fuel,CAD CHECKING,
507,26-Nov-07,,-11.36,Personal Care,CAD CHECKING,
508,26-Nov-07,,-70.32,Groceries,CAD CHECKING,
509,27-Nov-07,,-5.39,Fast Food,CAD CHECKING,
510,27-Nov-07,,-61.97,Gas & Fuel,CAD CHECKING,
511,28-Nov-07,,-5,Misc Expenses,CAD CHECKING,
512,28-Nov-07,,-7.29,Clothing,CAD CHECKING,
513,28-Nov-07,,-60.6,Alcohol & Bars,CAD CHECKING,
514,29-Nov-07,,-57.33,Clothing,CAD CHECKING,
515,1-Dec-07,,-20.9,Clothing,CAD CHECKING,
516,1-Dec-07,,-3,Entertainment,CAD CHECKING,
517,1-Dec-07,,-28.4,Groceries,CAD CHECKING,
518,1-Dec-07,,-20.26,Clothing,CAD CHECKING,
519,3-Dec-07,,-27.26,Restaurants,CAD CREDIT CARD,
520,3-Dec-07,,-755,Credit Card Payment,CAD CHECKING,
521,3-Dec-07,,309.43,Credit Card Payment,CAD CREDIT CARD,
522,4-Dec-07,,-12.52,Groceries,CAD CHECKING,
523,4-Dec-07,,-11,Fast Food,CAD CHECKING,
524,4-Dec-07,,-278.39,Utilities,CAD CHECKING,
525,5-Dec-07,,-224.97,Education,CAD CHECKING,
526,5-Dec-07,,-308,Mortgage & Rent,CAD CHECKING,
527,6-Dec-07,,-36.68,Utilities,CAD CHECKING,
528,6-Dec-07,,-39.66,Groceries,CAD CHECKING,
529,7-Dec-07,,-145.16,Education,CAD CHECKING,
530,7-Dec-07,,-37,Alcohol & Bars,CAD CHECKING,
531,7-Dec-07,,-39.84,Utilities,CAD CHECKING,
532,8-Dec-07,,-10.48,Fast Food,CAD CHECKING,
533,8-Dec-07,,-49.6,Clothing,CAD CHECKING,
534,8-Dec-07,,-1.1,Fast Food,CAD CHECKING,
535,8-Dec-07,,-4.57,Coffee Shops,CAD CHECKING,
536,9-Dec-07,,-8.94,Clothing,CAD CHECKING,
537,10-Dec-07,,-41.15,Gas & Fuel,CAD CHECKING,
538,10-Dec-07,,-39.3,Restaurants,CAD CREDIT CARD,
539,12-Dec-07,,-36.8,Groceries,CAD CHECKING,
540,13-Dec-07,,-10.18,Fast Food,CAD CHECKING,
541,14-Dec-07,,-15.86,Education,CAD CREDIT CARD,
542,15-Dec-07,,-4.4,Fast Food,CAD CHECKING,
543,15-Dec-07,,-29.61,Groceries,CAD CHECKING,
544,15-Dec-07,,-970.27,Education,CAD CREDIT CARD,
545,16-Dec-07,,-47.2,Restaurants,CAD CHECKING,
546,16-Dec-07,,-11.37,Personal Care,CAD CHECKING,
547,17-Dec-07,,-12.1,Personal Care,CAD CHECKING,
548,17-Dec-07,,309,Gift Received,CAD CHECKING,
549,18-Dec-07,,-4.48,Fast Food,CAD CHECKING,
550,19-Dec-07,,229.64,Paycheck,CAD CHECKING,
551,19-Dec-07,,-14.23,Fast Food,CAD CHECKING,
552,20-Dec-07,,-6.41,Coffee Shops,CAD CHECKING,
553,21-Dec-07,,-3.7,Fast Food,CAD CHECKING,
554,21-Dec-07,,-7.1,Personal Care,CAD CHECKING,
555,23-Dec-07,,-3.2,Fast Food,CAD CHECKING,
556,24-Dec-07,,-53,Gas & Fuel,CAD CHECKING,
557,25-Dec-07,,696.96,Mortgage & Rent,CAD CHECKING,
558,25-Dec-07,,-268.1,Mortgage & Rent,CAD CHECKING,
559,26-Dec-07,,-2,Parking,CAD CREDIT CARD,
560,26-Dec-07,,-3,Parking,CAD CREDIT CARD,
561,27-Dec-07,,-22.12,Groceries,CAD CHECKING,
562,27-Dec-07,,-9.46,Coffee Shops,CAD CHECKING,
563,27-Dec-07,,-16.78,Groceries,CAD CHECKING,
564,29-Dec-07,,-27.25,Alcohol & Bars,CAD CHECKING,
565,30-Dec-07,,-3.65,Fast Food,CAD CHECKING,
566,31-Dec-07,,-18,Parking,CAD CREDIT CARD,
567,31-Dec-07,,-460,Mortgage & Rent,CAD CHECKING,
568,31-Dec-07,,-42.17,Restaurants,CAD CREDIT CARD,
569,1-Jan-08,,-8.19,Groceries,CAD CHECKING,
570,1-Jan-08,,-6,Fast Food,CAD CHECKING,
571,1-Jan-08,,67.02,Taxes,CAD CHECKING,
572,1-Jan-08,,-11.64,Coffee Shops,CAD CHECKING,
573,2-Jan-08,,-7.57,Fast Food,CAD CHECKING,
574,2-Jan-08,,-11.95,Restaurants,CAD CHECKING,
575,2-Jan-08,,-16.21,Restaurants,CAD CHECKING,
576,3-Jan-08,,389.27,Paycheck,CAD CHECKING,
577,3-Jan-08,,-2.96,Furnishings,CAD CHECKING,
578,4-Jan-08,,-7.91,Coffee Shops,CAD CHECKING,
579,4-Jan-08,,-3.5,Fast Food,CAD CHECKING,
580,4-Jan-08,,-5,Coffee Shops,CAD CHECKING,
581,4-Jan-08,,-2.7,Groceries,CAD CHECKING,
582,4-Jan-08,,-6.08,Fast Food,CAD CHECKING,
583,5-Jan-08,,-5.67,Fast Food,CAD CHECKING,
584,5-Jan-08,,-8.6,Coffee Shops,CAD CHECKING,
585,5-Jan-08,,4291.83,Transfer,CAD CHECKING,
586,5-Jan-08,,-2.33,Fast Food,CAD CHECKING,
587,6-Jan-08,,-405,Transfer,CAD CHECKING,
588,6-Jan-08,,-72.18,Utilities,CAD CHECKING,
589,6-Jan-08,,-3464.49,Transfer,CAD CHECKING,
590,6-Jan-08,,-8.47,Fast Food,CAD CHECKING,
591,7-Jan-08,,-47.28,Clothing,CAD CHECKING,
592,7-Jan-08,,-83.91,Clothing,CAD CHECKING,
593,7-Jan-08,,-1084.66,Credit Card Payment,CAD CHECKING,
594,7-Jan-08,,-4.7,Fast Food,CAD CHECKING,
595,7-Jan-08,,-4,Fast Food,CAD CHECKING,
596,7-Jan-08,,-25.93,Groceries,CAD CHECKING,
597,7-Jan-08,,-112.35,Travel,CAD CREDIT CARD,
598,8-Jan-08,,-25.91,Utilities,CAD CHECKING,
599,8-Jan-08,,-47.03,Gas & Fuel,CAD CHECKING,
600,8-Jan-08,,4343.54,Transfer,CAD TFSA,
601,8-Jan-08,,557.19,Credit Card Payment,CAD CREDIT CARD,
602,8-Jan-08,,615,Transfer,CAD TFSA,
603,8-Jan-08,,-6.75,Fast Food,CAD CHECKING,
604,11-Jan-08,,-8.3,Fast Food,CAD CHECKING,
605,11-Jan-08,,-19.67,Transportation,CAD CREDIT CARD,
606,11-Jan-08,,-13,Groceries,CAD CREDIT CARD,
607,11-Jan-08,,-110.73,Travel,CAD CREDIT CARD,
608,14-Jan-08,,-6.57,Fast Food,CAD CHECKING,
609,15-Jan-08,,-19.8,Transportation,CAD CREDIT CARD,
610,15-Jan-08,,649.64,Paycheck,CAD CHECKING,
611,16-Jan-08,,-27.2,Groceries,CAD CHECKING,
612,16-Jan-08,,-12.92,Electronics & Software,CAD CHECKING,
613,16-Jan-08,,-21.17,Clothing,CAD CHECKING,
614,16-Jan-08,,-47.1,Utilities,CAD CREDIT CARD,
615,16-Jan-08,,237,Gift Received,CAD CHECKING,
616,16-Jan-08,,-275,Transfer,CAD CHECKING,
617,17-Jan-08,,-2.51,Personal Care,CAD CHECKING,
618,17-Jan-08,,-6.01,Fast Food,CAD CHECKING,
619,17-Jan-08,,-58,Travel,CAD CHECKING,
620,18-Jan-08,,-224,Education,CAD CREDIT CARD,
621,18-Jan-08,,-4,Restaurants,CAD CHECKING,
622,18-Jan-08,,-14.01,Alcohol & Bars,CAD CHECKING,
623,19-Jan-08,,290,Transfer,CAD TFSA,
624,19-Jan-08,,-4.07,Fast Food,CAD CHECKING,
625,19-Jan-08,,-13.19,Groceries,CAD CHECKING,
626,19-Jan-08,,-58.06,Electronics & Software,CAD CHECKING,
627,19-Jan-08,,-3.42,Fast Food,CAD CHECKING,
628,19-Jan-08,,-23,Misc Expenses,CAD CHECKING,
629,20-Jan-08,,93.81,Mortgage & Rent,CAD CHECKING,
630,20-Jan-08,,60.75,Mortgage & Rent,CAD CHECKING,
631,20-Jan-08,,30,Education,CAD CHECKING,
632,21-Jan-08,,-5.17,Coffee Shops,CAD CHECKING,
633,21-Jan-08,,-10.42,Coffee Shops,CAD CHECKING,
634,21-Jan-08,,-15,Alcohol & Bars,CAD CREDIT CARD,
635,22-Jan-08,,-2.61,Fast Food,CAD CHECKING,
636,22-Jan-08,,-2.02,Transportation,CAD CHECKING,
637,22-Jan-08,,-9.83,Fast Food,CAD CHECKING,
638,23-Jan-08,,46.8,Mortgage & Rent,CAD CHECKING,
639,23-Jan-08,,-8.77,Entertainment,CAD CHECKING,
640,24-Jan-08,,-2.81,Transportation,CAD CHECKING,
641,24-Jan-08,,-1.82,Transportation,CAD CHECKING,
642,25-Jan-08,,-17,Restaurants,CAD CHECKING,
643,25-Jan-08,,-59.45,Gas & Fuel,CAD CHECKING,
644,25-Jan-08,,-10.67,Transportation,CAD CREDIT CARD,
645,26-Jan-08,,-17.67,Restaurants,CAD CHECKING,
646,26-Jan-08,,-4.39,Fast Food,CAD CHECKING,
647,26-Jan-08,,-7,Transportation,CAD CREDIT CARD,
648,26-Jan-08,,-27.22,Groceries,CAD CHECKING,
649,27-Jan-08,,-24.84,Groceries,CAD CHECKING,
650,27-Jan-08,,-12.6,Transportation,CAD CREDIT CARD,
651,29-Jan-08,,-8.6,Fast Food,CAD CHECKING,
652,29-Jan-08,,6.66,Interest Income,CAD TFSA,
653,29-Jan-08,,-312,Mortgage & Rent,CAD CHECKING,
654,29-Jan-08,,982.15,Paycheck,CAD CHECKING,
655,30-Jan-08,,-4.28,Fast Food,CAD CHECKING,
656,31-Jan-08,,-1.5,Fast Food,CAD CHECKING,
657,31-Jan-08,,-34.57,Restaurants,CAD CHECKING,
658,1-Feb-08,,-72.72,Clothing,CAD CHECKING,
659,1-Feb-08,,-10.09,Fast Food,CAD CHECKING,
660,2-Feb-08,,-27.4,Groceries,CAD CHECKING,
661,2-Feb-08,,-7.85,Groceries,CAD CHECKING,
662,5-Feb-08,,-128.14,Clothing,CAD CHECKING,
663,5-Feb-08,,-76.47,Utilities,CAD CHECKING,
664,6-Feb-08,,-254.5,Utilities,CAD CHECKING,
665,6-Feb-08,,-6.6,Transportation,CAD CHECKING,
666,7-Feb-08,,-7.43,Fast Food,CAD CHECKING,
667,7-Feb-08,,-551.14,Credit Card Payment,CAD CHECKING,
668,7-Feb-08,,996.05,Credit Card Payment,CAD CREDIT CARD,
669,8-Feb-08,,-19.15,Alcohol & Bars,CAD CREDIT CARD,
670,8-Feb-08,,-5.3,Coffee Shops,CAD CHECKING,
671,9-Feb-08,,-22.21,Gas & Fuel,CAD CHECKING,
672,9-Feb-08,,-7.86,Groceries,CAD CHECKING,
673,9-Feb-08,,-22.74,Groceries,CAD CHECKING,
674,9-Feb-08,,-70.32,Gas & Fuel,CAD CHECKING,
675,10-Feb-08,,-4,Fast Food,CAD CHECKING,
676,10-Feb-08,,-12.9,Transportation,CAD CREDIT CARD,
677,11-Feb-08,,-10.54,Transportation,CAD CREDIT CARD,
678,13-Feb-08,,-11.73,Alcohol & Bars,CAD CHECKING,
679,14-Feb-08,,857.12,Paycheck,CAD CHECKING,
680,14-Feb-08,,-14.91,Coffee Shops,CAD CHECKING,
681,17-Feb-08,,-98.05,Alcohol & Bars,CAD CHECKING,
682,17-Feb-08,,-15.36,Fast Food,CAD CHECKING,
683,17-Feb-08,,-34.77,Groceries,CAD CHECKING,
684,18-Feb-08,,-4.63,Entertainment,CAD CHECKING,
685,19-Feb-08,,-17.57,Restaurants,CAD CHECKING,
686,19-Feb-08,,-5.97,Rental Car & Taxi,CAD CREDIT CARD,
687,19-Feb-08,,-10.11,Restaurants,CAD CHECKING,
688,20-Feb-08,,294,Gift Received,CAD CHECKING,
689,20-Feb-08,,-0.96,Fast Food,CAD CHECKING,
690,20-Feb-08,,476,Transfer,CAD TFSA,
691,20-Feb-08,,-548,Transfer,CAD CHECKING,
692,20-Feb-08,,-5.35,Restaurants,CAD CHECKING,
693,21-Feb-08,,-6.4,Fast Food,CAD CHECKING,
694,21-Feb-08,,-7.2,Groceries,CAD CHECKING,
695,21-Feb-08,,-3.04,Fast Food,CAD CHECKING,
696,23-Feb-08,,-5.93,Fast Food,CAD CHECKING,
697,23-Feb-08,,-10.78,Fast Food,CAD CHECKING,
698,23-Feb-08,,-6.3,Coffee Shops,CAD CHECKING,
699,23-Feb-08,,-15.47,Clothing,CAD CHECKING,
700,23-Feb-08,,-10.45,Transportation,CAD CREDIT CARD,
701,23-Feb-08,,-66.04,Gas & Fuel,CAD CHECKING,
702,24-Feb-08,,-11.56,Restaurants,CAD CHECKING,
703,24-Feb-08,,-6.19,Transportation,CAD CREDIT CARD,
704,24-Feb-08,,-20,Education,CAD CHECKING,
705,25-Feb-08,,-59.33,Electronics & Software,CAD CREDIT CARD,
706,26-Feb-08,,-9.15,Fast Food,CAD CHECKING,
707,26-Feb-08,,-4,Parking,CAD CREDIT CARD,
708,26-Feb-08,,490.94,Paycheck,CAD CHECKING,
709,27-Feb-08,,-8.48,Gas & Fuel,CAD CHECKING,
710,27-Feb-08,,-3,Parking,CAD CREDIT CARD,
711,27-Feb-08,,-6.06,Coffee Shops,CAD CHECKING,
712,29-Feb-08,,-4.8,Fast Food,CAD CHECKING,
713,29-Feb-08,,-27.55,Clothing,CAD CHECKING,
714,1-Mar-08,,18.35,Interest Income,CAD TFSA,
715,1-Mar-08,,-6.79,Fast Food,CAD CHECKING,
716,1-Mar-08,,-11.7,Alcohol & Bars,CAD CHECKING,
717,2-Mar-08,,-35.36,Clothing,CAD CHECKING,
718,3-Mar-08,,-2.89,Fast Food,CAD CHECKING,
719,3-Mar-08,,-12.87,Groceries,CAD CHECKING,
720,3-Mar-08,,-384,Mortgage & Rent,CAD CHECKING,
721,3-Mar-08,,-8.57,Fast Food,CAD CHECKING,
722,4-Mar-08,,-13.86,Groceries,CAD CHECKING,
723,4-Mar-08,,-119.49,Credit Card Payment,CAD CHECKING,
724,5-Mar-08,,121.98,Credit Card Payment,CAD CREDIT CARD,
725,5-Mar-08,,-9.6,Groceries,CAD CHECKING,
726,7-Mar-08,,-10.84,Coffee Shops,CAD CHECKING,
727,7-Mar-08,,-11.72,Entertainment,CAD CHECKING,
728,7-Mar-08,,-11.7,Restaurants,CAD CHECKING,
729,8-Mar-08,,-19,Alcohol & Bars,CAD CHECKING,
730,8-Mar-08,,-23.79,Alcohol & Bars,CAD CHECKING,
731,8-Mar-08,,-26.96,Groceries,CAD CHECKING,
732,8-Mar-08,,-29.51,Alcohol & Bars,CAD CHECKING,
733,8-Mar-08,,-116,Travel,CAD CHECKING,
734,9-Mar-08,,-9.7,Restaurants,CAD CHECKING,
735,9-Mar-08,,-15,Alcohol & Bars,CAD CREDIT CARD,
736,10-Mar-08,,-55.54,Utilities,CAD CHECKING,
737,10-Mar-08,,-16.03,Restaurants,CAD CHECKING,
738,12-Mar-08,,-41.13,Gas & Fuel,CAD CHECKING,
739,12-Mar-08,,-5.08,Fast Food,CAD CHECKING,
740,12-Mar-08,,-5,Parking,CAD CREDIT CARD,
741,13-Mar-08,,492.72,Paycheck,CAD CHECKING,
742,13-Mar-08,,-10.54,Restaurants,CAD CHECKING,
743,13-Mar-08,,-34.77,Clothing,CAD CHECKING,
744,14-Mar-08,,-128.81,Electronics & Software,CAD CHECKING,
745,14-Mar-08,,-76.27,Travel,CAD CHECKING,
746,15-Mar-08,,-1.71,Entertainment,CAD CHECKING,
747,15-Mar-08,,293.77,Education,CAD CHECKING,
748,15-Mar-08,,-6.19,Fast Food,CAD CHECKING,
749,15-Mar-08,,-19.38,Groceries,CAD CHECKING,
750,15-Mar-08,,-8.23,Personal Care,CAD CHECKING,
751,16-Mar-08,,-9.67,Groceries,CAD CHECKING,
752,17-Mar-08,,-5.99,Fast Food,CAD CHECKING,
753,17-Mar-08,,-6.85,Personal Care,CAD CHECKING,
754,18-Mar-08,,-9.9,Fast Food,CAD CHECKING,
755,18-Mar-08,,365,Transfer,CAD TFSA,
756,18-Mar-08,,-4.1,Fast Food,CAD CHECKING,
757,19-Mar-08,,-1.3,Fast Food,CAD CHECKING,
758,19-Mar-08,,-235.22,Transfer,CAD CHECKING,
759,19-Mar-08,,-23.03,Gift,CAD CHECKING,
760,20-Mar-08,,324,Gift Received,CAD CHECKING,
761,20-Mar-08,,-65.5,Restaurants,CAD CHECKING,
762,21-Mar-08,,-6.12,Gift,CAD CHECKING,
763,21-Mar-08,,-24.07,Alcohol & Bars,CAD CHECKING,
764,22-Mar-08,,-6.29,Alcohol & Bars,CAD CHECKING,
765,22-Mar-08,,-13.27,Alcohol & Bars,CAD CREDIT CARD,
766,23-Mar-08,,-4.02,Personal Care,CAD CHECKING,
767,23-Mar-08,,-2.38,Groceries,CAD CHECKING,
768,23-Mar-08,,-2.94,Misc Expenses,CAD CHECKING,
769,23-Mar-08,,-3.03,Coffee Shops,CAD CHECKING,
770,24-Mar-08,,-4.28,Fast Food,CAD CHECKING,
771,24-Mar-08,,795.7,Mortgage & Rent,CAD CHECKING,
772,24-Mar-08,,-28.3,Groceries,CAD CHECKING,
773,25-Mar-08,,-5.46,Fast Food,CAD CHECKING,
774,25-Mar-08,,-12.73,Restaurants,CAD CREDIT CARD,
775,26-Mar-08,,-7.42,Coffee Shops,CAD CHECKING,
776,26-Mar-08,,-35,Alcohol & Bars,CAD CHECKING,
777,26-Mar-08,,-819.69,Electronics & Software,CAD CHECKING,
778,27-Mar-08,,618.63,Paycheck,CAD CHECKING,
779,27-Mar-08,,-1.94,Fast Food,CAD CHECKING,
780,27-Mar-08,,-17,Alcohol & Bars,CAD CHECKING,
781,28-Mar-08,,-23,Entertainment,CAD CHECKING,
782,29-Mar-08,,-32.61,Gas & Fuel,CAD CHECKING,
783,29-Mar-08,,-13.75,Furnishings,CAD CHECKING,
784,29-Mar-08,,-2.89,Fast Food,CAD CHECKING,
785,30-Mar-08,,-4.7,Fast Food,CAD CHECKING,
786,30-Mar-08,,-29.41,Alcohol & Bars,CAD CHECKING,
787,30-Mar-08,,-13.66,Entertainment,CAD CHECKING,
788,31-Mar-08,,-7.86,Fast Food,CAD CHECKING,
789,31-Mar-08,,-37,Utilities,CAD CREDIT CARD,
790,1-Apr-08,,18.45,Interest Income,CAD TFSA,
791,1-Apr-08,,-564,Mortgage & Rent,CAD CHECKING,
792,3-Apr-08,,-15.05,Restaurants,CAD CHECKING,
793,3-Apr-08,,-18.14,Electronics & Software,CAD CHECKING,
794,4-Apr-08,,-2.42,Fast Food,CAD CHECKING,
795,4-Apr-08,,-3.93,Coffee Shops,CAD CHECKING,
796,4-Apr-08,,73.95,Taxes,CAD CHECKING,
797,4-Apr-08,,-10,Restaurants,CAD CHECKING,
798,4-Apr-08,,-88.97,Restaurants,CAD CREDIT CARD,
799,5-Apr-08,,-16.29,Groceries,CAD CHECKING,
800,6-Apr-08,,-13.26,Entertainment,CAD CHECKING,
801,6-Apr-08,,-7.58,Fast Food,CAD CHECKING,
802,6-Apr-08,,-8.96,Groceries,CAD CHECKING,
803,6-Apr-08,,-5.2,Fast Food,CAD CHECKING,
804,7-Apr-08,,-138.19,Education,CAD CREDIT CARD,
805,7-Apr-08,,-72.62,Utilities,CAD CHECKING,
806,8-Apr-08,,-6.72,Fast Food,CAD CHECKING,
807,8-Apr-08,,-4,Fast Food,CAD CHECKING,
808,9-Apr-08,,375.74,Paycheck,CAD CHECKING,
809,9-Apr-08,,-6.57,Fast Food,CAD CHECKING,
810,10-Apr-08,,-6.57,Fast Food,CAD CHECKING,
811,10-Apr-08,,-31.19,Education,CAD CHECKING,
812,11-Apr-08,,-9.96,Entertainment,CAD CHECKING,
813,12-Apr-08,,-10,Restaurants,CAD CREDIT CARD,
814,12-Apr-08,,-23.61,Groceries,CAD CHECKING,
815,12-Apr-08,,-60,Health & Fitness,CAD CHECKING,
816,13-Apr-08,,24.8,Mortgage & Rent,CAD CHECKING,
817,13-Apr-08,,-5,Education,CAD CHECKING,
818,14-Apr-08,,-8.27,Coffee Shops,CAD CHECKING,
819,14-Apr-08,,-3.9,Fast Food,CAD CHECKING,
820,15-Apr-08,,-11.87,Fast Food,CAD CHECKING,
821,16-Apr-08,,-606.41,Utilities,CAD CHECKING,
822,17-Apr-08,,-357.49,Service & Parts,CAD CHECKING,
823,18-Apr-08,,-5.4,Fast Food,CAD CHECKING,
824,19-Apr-08,,-6.92,Coffee Shops,CAD CHECKING,
825,19-Apr-08,,-18.96,Groceries,CAD CHECKING,
826,19-Apr-08,,-10.27,Fast Food,CAD CHECKING,
827,20-Apr-08,,210,Gift Received,CAD CHECKING,
828,20-Apr-08,,-3.59,Fast Food,CAD CHECKING,
829,20-Apr-08,,-540,Transfer,CAD TFSA,
830,21-Apr-08,,-22.57,Groceries,CAD CHECKING,
831,21-Apr-08,,-110.86,Credit Card Payment,CAD CHECKING,
832,22-Apr-08,,-29.1,Restaurants,CAD CHECKING,
833,22-Apr-08,,-20.85,Gas & Fuel,CAD CHECKING,
834,23-Apr-08,,-37.58,Service & Parts,CAD CHECKING,
835,23-Apr-08,,-15.51,Clothing,CAD CHECKING,
836,23-Apr-08,,-48.7,Clothing,CAD CHECKING,
837,23-Apr-08,,670.61,Paycheck,CAD CHECKING,
838,24-Apr-08,,305,Transfer,CAD CHECKING,
839,24-Apr-08,,143.7,Credit Card Payment,CAD CREDIT CARD,
840,24-Apr-08,,-7.43,Electronics & Software,CAD CHECKING,
841,24-Apr-08,,-6.7,Fast Food,CAD CHECKING,
842,24-Apr-08,,-14.66,Personal Care,CAD CHECKING,
843,24-Apr-08,,-7.7,Coffee Shops,CAD CHECKING,
844,24-Apr-08,,-6.79,Fast Food,CAD CHECKING,
845,26-Apr-08,,-15.01,Alcohol & Bars,CAD CHECKING,
846,29-Apr-08,,-61,Restaurants,CAD CREDIT CARD,
847,29-Apr-08,,-414.86,Education,CAD CREDIT CARD,
848,29-Apr-08,,201.38,Mortgage & Rent,CAD CHECKING,
849,30-Apr-08,,-3.52,Fast Food,CAD CHECKING,
850,30-Apr-08,,-59.13,Electronics & Software,CAD CHECKING,
851,30-Apr-08,,-31.56,Groceries,CAD CHECKING,
852,30-Apr-08,,663.2,Mortgage & Rent,CAD CHECKING,
853,30-Apr-08,,271.49,Mortgage & Rent,CAD CHECKING,
854,30-Apr-08,,-4.21,Fast Food,CAD CHECKING,
855,1-May-08,,21.07,Interest Income,CAD TFSA,
856,2-May-08,,200.4,Mortgage & Rent,CAD CHECKING,
857,3-May-08,,-171,Travel,CAD CHECKING,
858,3-May-08,,-9.95,Coffee Shops,CAD CHECKING,
859,6-May-08,,-15.14,Groceries,CAD CHECKING,
860,6-May-08,,-7.59,Coffee Shops,CAD CHECKING,
861,6-May-08,,-1.93,Personal Care,CAD CHECKING,
862,6-May-08,,-2.15,Fast Food,CAD CHECKING,
863,6-May-08,,-47.5,Utilities,CAD CHECKING,
864,8-May-08,,821.43,Paycheck,CAD CHECKING,
865,9-May-08,,-5.9,Fast Food,CAD CHECKING,
866,9-May-08,,-8.8,Alcohol & Bars,CAD CHECKING,
867,9-May-08,,-1.9,Fast Food,CAD CHECKING,
868,9-May-08,,-8.57,Groceries,CAD CHECKING,
869,9-May-08,,-7.49,Fast Food,CAD CHECKING,
870,10-May-08,,-1.36,Fast Food,CAD CHECKING,
871,12-May-08,,-10.47,Fast Food,CAD CHECKING,
